customerid,recency,frequency,monetary,rfm,RFM_Category
11523,167,167,2376.96,355,Big Spenders
22323,192,192,2443.35,355,Big Spenders
16687,197,197,2492.32,355,Big Spenders
11022,193,193,2322.28,355,Big Spenders
11191,203,203,2359.98,355,Big Spenders
18470,183,183,2443.35,355,Big Spenders
26382,187,187,2443.35,355,Big Spenders
12058,179,179,2357.93,355,Big Spenders
18275,178,178,2443.35,355,Big Spenders
24421,187,187,2447.05,355,Big Spenders
11826,167,167,2319.99,355,Big Spenders
11534,168,168,2341.46,355,Big Spenders
22895,185,185,2451.3,355,Big Spenders
11036,191,191,2354.98,355,Big Spenders
18484,177,177,2514.93,355,Big Spenders
11663,167,167,2369.97,355,Big Spenders
11271,191,191,2394.97,355,Big Spenders
11526,179,179,2376.96,355,Big Spenders
13521,179,179,2443.35,355,Big Spenders
18241,195,195,2479.94,355,Big Spenders
11380,179,179,2437.92,355,Big Spenders
11088,200,200,2366.46,355,Big Spenders
11042,192,192,2319.99,355,Big Spenders
11145,188,188,2309.97,355,Big Spenders
24404,191,191,2384.07,355,Big Spenders
24427,195,195,2400.34,355,Big Spenders
11168,198,198,2359.25,355,Big Spenders
20036,197,197,2618.62,355,Big Spenders
11082,191,191,2329.99,355,Big Spenders
23597,186,186,2482.23,355,Big Spenders
11154,203,203,2319.99,355,Big Spenders
11323,183,183,2496.27,355,Big Spenders
11291,194,194,2294.99,355,Big Spenders
18307,175,175,2443.35,355,Big Spenders
11171,197,197,2381.95,355,Big Spenders
11025,193,193,2405.47,355,Big Spenders
11666,175,175,2369.97,355,Big Spenders
11394,180,180,2342.92,355,Big Spenders
18244,200,200,2443.35,355,Big Spenders
20181,203,203,2443.35,355,Big Spenders
11522,181,181,2309.97,355,Big Spenders
18469,168,168,2443.35,355,Big Spenders
22445,189,189,2490.18,355,Big Spenders
19382,193,193,2443.35,355,Big Spenders
16703,179,179,2512.32,355,Big Spenders
23759,192,192,2475.95,355,Big Spenders
11021,190,190,2371.96,355,Big Spenders
24420,190,190,2393.06,355,Big Spenders
11144,188,188,2399.97,355,Big Spenders
26381,193,193,2520.83,355,Big Spenders
24529,178,178,2398.05,355,Big Spenders
19362,194,194,2443.35,355,Big Spenders
11227,172,172,2331.95,355,Big Spenders
29043,197,197,2447.05,355,Big Spenders
11496,180,180,2398.95,355,Big Spenders
11665,168,168,2351.96,355,Big Spenders
24523,175,175,2492.02,355,Big Spenders
11834,169,169,2329.98,355,Big Spenders
11041,199,199,2380.47,355,Big Spenders
24669,177,177,2419.06,355,Big Spenders
11688,168,168,2388.96,355,Big Spenders
11825,170,170,2322.28,355,Big Spenders
21858,193,193,2492.32,355,Big Spenders
11224,186,186,2329.98,355,Big Spenders
16316,197,197,2478.24,355,Big Spenders
11327,181,181,2337.27,355,Big Spenders
11158,194,194,2395.96,355,Big Spenders
11281,202,202,2342.92,355,Big Spenders
18214,202,202,2514.93,355,Big Spenders
18251,179,179,2457.33,355,Big Spenders
28719,178,178,2384.07,355,Big Spenders
24414,193,193,2398.05,355,Big Spenders
23607,199,199,2451.3,355,Big Spenders
29137,188,188,2419.06,355,Big Spenders
28327,167,167,2407.04,355,Big Spenders
28201,194,194,2419.06,355,Big Spenders
11885,178,178,2322.28,355,Big Spenders
11015,195,195,2500.97,355,Big Spenders
18254,179,179,2443.35,355,Big Spenders
11307,174,174,2385.95,355,Big Spenders
11324,177,177,2366.96,355,Big Spenders
18483,169,169,2478.34,355,Big Spenders
18217,201,201,2478.34,355,Big Spenders
11018,197,197,2341.97,355,Big Spenders
23630,168,168,2481.82,355,Big Spenders
11290,186,186,2354.98,355,Big Spenders
12123,172,172,2351.96,355,Big Spenders
11831,172,172,2354.98,355,Big Spenders
16740,168,168,2520.83,355,Big Spenders
11064,188,188,2304.98,355,Big Spenders
11001,197,197,2419.93,355,Big Spenders
20204,183,183,2475.95,355,Big Spenders
28694,198,198,2393.06,355,Big Spenders
11053,196,196,2329.98,355,Big Spenders
11468,185,185,2319.99,355,Big Spenders
18272,180,180,2478.34,355,Big Spenders
11090,186,186,2374.47,355,Big Spenders
27821,170,170,2428.05,355,Big Spenders
11316,201,201,2349.98,355,Big Spenders
11422,179,179,2334.98,355,Big Spenders
11485,170,170,2398.47,355,Big Spenders
11531,174,174,2297.28,355,Big Spenders
18309,184,184,2512.32,355,Big Spenders
18249,177,177,2466.32,355,Big Spenders
18209,204,204,2478.34,355,Big Spenders
11488,182,182,2322.28,355,Big Spenders
11296,184,184,2319.26,355,Big Spenders
11302,180,180,2359.92,355,Big Spenders
11216,177,177,2369.97,355,Big Spenders
11817,170,170,2319.99,355,Big Spenders
16231,202,202,2525.94,355,Big Spenders
18252,174,174,2443.35,355,Big Spenders
25780,191,191,2479.94,355,Big Spenders
28720,180,180,2419.06,355,Big Spenders
11259,198,198,2414.99,355,Big Spenders
29247,167,167,2447.05,355,Big Spenders
11683,175,175,2318.96,355,Big Spenders
28311,185,185,2393.06,355,Big Spenders
18301,185,185,2478.34,355,Big Spenders
25769,191,191,2514.93,355,Big Spenders
12052,173,173,2357.28,355,Big Spenders
11325,182,182,2465.93,355,Big Spenders
24083,167,167,2419.06,355,Big Spenders
24521,166,166,2419.06,355,Big Spenders
18218,204,204,2443.35,355,Big Spenders
11414,173,173,2398.97,355,Big Spenders
11063,201,201,2372.95,355,Big Spenders
29042,202,202,2420.34,355,Big Spenders
11329,172,172,2319.99,355,Big Spenders
11266,193,193,2343.96,355,Big Spenders
11398,167,167,2294.99,355,Big Spenders
23635,178,178,2452.34,355,Big Spenders
18308,179,179,2459.62,355,Big Spenders
11647,167,167,2365.94,355,Big Spenders
23618,174,174,2481.82,355,Big Spenders
11175,191,191,2341.97,355,Big Spenders
24405,191,191,2419.06,355,Big Spenders
11152,204,204,2294.99,355,Big Spenders
11693,185,185,2294.99,355,Big Spenders
20037,186,186,2595.95,355,Big Spenders
11129,204,204,2294.99,355,Big Spenders
24528,178,178,2420.34,355,Big Spenders
19416,203,203,2475.95,355,Big Spenders
22828,199,199,2451.3,355,Big Spenders
11381,179,179,2341.97,355,Big Spenders
11295,204,204,2479.98,355,Big Spenders
18288,177,177,2514.93,355,Big Spenders
20200,185,185,2479.94,355,Big Spenders
24660,181,181,2419.06,355,Big Spenders
24093,180,180,2466.32,355,Big Spenders
18205,204,204,2478.34,355,Big Spenders
11272,200,200,2396.96,355,Big Spenders
20183,184,184,2451.3,355,Big Spenders
11252,187,187,2341.97,355,Big Spenders
11189,177,177,2365.95,355,Big Spenders
11275,201,201,2376.96,355,Big Spenders
22808,194,194,2478.34,355,Big Spenders
19413,185,185,1145.48,354,Big Spenders
19201,186,186,1120.49,354,Big Spenders
23529,148,173,1808.915,354,Big Spenders
16794,198,198,1785.97,354,Big Spenders
23223,167,167,1155.48,354,Big Spenders
13877,155,172,1515.0162,354,Big Spenders
18557,171,171,1179.47,354,Big Spenders
23532,142,181,1668.5212,354,Big Spenders
27800,180,180,1120.49,354,Big Spenders
24614,166,166,1120.49,354,Big Spenders
19433,197,177,1739.3887,354,Big Spenders
14046,192,179,1670.1298,354,Big Spenders
22931,194,194,1700.99,354,Big Spenders
21039,190,166,1241.99,354,Big Spenders
23758,168,168,1754.98,354,Big Spenders
14103,138,181,1427.9448,354,Big Spenders
24611,184,184,1218.98,354,Big Spenders
25146,182,182,1223.84,354,Big Spenders
18700,179,179,1749.96,354,Big Spenders
11996,179,179,1291.77,354,Big Spenders
14063,141,175,1660.6298,354,Big Spenders
14011,169,180,1915.9448,354,Big Spenders
16804,198,198,1728.27,354,Big Spenders
19529,172,172,1169.46,354,Big Spenders
21501,204,168,1330.6998,354,Big Spenders
22669,194,194,1120.49,354,Big Spenders
16798,197,197,1764.96,354,Big Spenders
23104,193,193,1308.47,354,Big Spenders
23525,130,172,1651.0262,354,Big Spenders
25085,193,193,1228.83,354,Big Spenders
23688,201,201,1214.85,354,Big Spenders
19443,176,176,1164.47,354,Big Spenders
22646,166,166,1155.48,354,Big Spenders
14010,155,177,1930.6948,354,Big Spenders
19437,203,176,1740.1887,354,Big Spenders
26862,197,197,1249.84,354,Big Spenders
23224,180,180,1183.47,354,Big Spenders
25096,170,170,1236.78,354,Big Spenders
23164,170,170,1228.83,354,Big Spenders
17107,177,171,2089.665,354,Big Spenders
22932,199,199,1725.98,354,Big Spenders
14127,143,177,1904.7841,354,Big Spenders
22640,169,169,1149.47,354,Big Spenders
26825,186,186,1228.83,354,Big Spenders
16792,196,196,1735.98,354,Big Spenders
21040,189,169,1283.475,354,Big Spenders
14047,204,204,1249.84,354,Big Spenders
20834,200,200,1783.96,354,Big Spenders
21332,173,171,1308.4291,354,Big Spenders
21309,173,173,1183.47,354,Big Spenders
16812,166,166,1735.98,354,Big Spenders
29401,191,191,1223.84,354,Big Spenders
14058,166,180,1677.6198,354,Big Spenders
19531,174,174,1179.97,354,Big Spenders
19405,173,173,1170.48,354,Big Spenders
18701,174,174,1779.47,354,Big Spenders
24612,166,166,1151.76,354,Big Spenders
13892,151,168,1510.5212,354,Big Spenders
24606,200,200,1155.48,354,Big Spenders
16514,172,172,1183.47,354,Big Spenders
19213,194,194,1155.48,354,Big Spenders
21331,202,181,1335.4448,354,Big Spenders
26873,166,166,1249.84,354,Big Spenders
22668,197,197,1174.48,354,Big Spenders
23750,175,175,1155.48,354,Big Spenders
20839,174,174,1728.27,354,Big Spenders
17086,169,176,2097.165,354,Big Spenders
29412,132,178,1335.9398,354,Big Spenders
22642,168,168,1198.97,354,Big Spenders
13883,183,174,1510.5212,354,Big Spenders
23209,170,170,1223.84,354,Big Spenders
19402,172,172,1254.47,354,Big Spenders
26985,170,170,1164.47,354,Big Spenders
23524,143,180,1799.415,354,Big Spenders
19202,198,198,1170.48,354,Big Spenders
14101,174,169,1444.2891,354,Big Spenders
19159,200,200,1120.49,354,Big Spenders
19534,175,175,1179.47,354,Big Spenders
21300,199,199,1120.49,354,Big Spenders
23172,173,173,1231.12,354,Big Spenders
16886,178,178,1729.97,354,Big Spenders
18698,194,194,1735.98,354,Big Spenders
22614,195,195,1155.48,354,Big Spenders
24609,179,179,1120.49,354,Big Spenders
19451,170,170,1170.48,354,Big Spenders
19428,204,204,1179.47,354,Big Spenders
25087,191,191,1249.84,354,Big Spenders
19170,197,197,1151.76,354,Big Spenders
19422,189,189,1120.49,354,Big Spenders
19199,189,189,1134.47,354,Big Spenders
16803,199,199,1759.97,354,Big Spenders
24102,188,188,1779.47,354,Big Spenders
22950,180,180,1735.98,354,Big Spenders
24613,179,179,1147.77,354,Big Spenders
17096,177,171,2072.17,354,Big Spenders
19409,174,174,1183.47,354,Big Spenders
14062,142,173,1636.4691,354,Big Spenders
27799,195,195,1174.48,354,Big Spenders
17082,166,174,1945.7712,354,Big Spenders
19532,182,182,1205.47,354,Big Spenders
19240,192,192,1155.48,354,Big Spenders
16807,199,199,1728.27,354,Big Spenders
23531,149,181,1668.6412,354,Big Spenders
19432,167,167,1170.48,354,Big Spenders
14125,169,173,1886.2048,354,Big Spenders
19535,167,167,1170.48,354,Big Spenders
29390,142,182,1294.5441,354,Big Spenders
19171,202,202,1174.48,354,Big Spenders
20837,187,187,1764.96,354,Big Spenders
19440,161,169,1746.3787,354,Big Spenders
19403,183,183,1155.48,354,Big Spenders
13884,171,178,1521.5012,354,Big Spenders
19211,189,189,1120.49,354,Big Spenders
26831,200,200,1264.84,354,Big Spenders
29777,185,185,1717.8,354,Big Spenders
25088,200,200,1249.84,354,Big Spenders
11998,166,166,1249.84,354,Big Spenders
19160,194,194,1183.47,354,Big Spenders
18699,182,182,1729.97,354,Big Spenders
14102,163,175,1455.4498,354,Big Spenders
13870,162,170,1641.415,354,Big Spenders
14051,177,179,1643.4591,354,Big Spenders
14128,149,176,1918.1898,354,Big Spenders
23225,174,174,1184.46,354,Big Spenders
20832,189,189,1750.98,354,Big Spenders
19169,188,188,1170.48,354,Big Spenders
23311,181,181,1155.48,354,Big Spenders
23411,182,182,1134.47,354,Big Spenders
25097,169,169,1268.84,354,Big Spenders
16799,190,190,1700.99,354,Big Spenders
13882,177,177,1641.405,354,Big Spenders
19435,186,182,1728.8837,354,Big Spenders
19212,201,201,1174.48,354,Big Spenders
22693,180,180,1754.98,354,Big Spenders
16805,198,198,1768.96,354,Big Spenders
22630,194,194,1164.47,354,Big Spenders
22653,171,171,1188.46,354,Big Spenders
16888,174,174,1754.98,354,Big Spenders
13871,159,179,1530.2612,354,Big Spenders
19198,197,197,1155.48,354,Big Spenders
22613,203,203,1183.47,354,Big Spenders
20838,168,168,1758.95,354,Big Spenders
29411,168,168,1223.84,354,Big Spenders
23523,151,175,1668.5212,354,Big Spenders
20944,176,176,226.49,353,Other Segments
22441,190,190,597.95,353,Other Segments
21030,172,172,539.99,353,Other Segments
23861,166,166,152.6,353,Other Segments
16848,182,182,94.48,353,Other Segments
15554,189,166,678.985,353,Other Segments
27184,181,181,89.97,353,Other Segments
23695,176,176,150.93,353,Other Segments
28667,203,203,792.34,353,Other Segments
26311,197,197,751.34,353,Other Segments
15826,166,166,120.48,353,Other Segments
26317,168,168,791.32,353,Other Segments
13058,193,193,588.96,353,Other Segments
14329,185,185,91.95,353,Other Segments
26749,184,181,661.49,353,Other Segments
14870,185,185,85.95,353,Other Segments
14927,189,189,611.96,353,Other Segments
18903,202,202,565.47,353,Other Segments
18757,174,174,78.98,353,Other Segments
18926,171,171,91.95,353,Other Segments
14704,178,178,95.94,353,Other Segments
20154,168,168,574.98,353,Other Segments
17993,179,179,78.98,353,Other Segments
16427,182,182,793.46,353,Other Segments
19344,185,185,186.28,353,Other Segments
29079,185,185,102.48,353,Other Segments
16098,190,190,756.33,353,Other Segments
22301,176,176,539.99,353,Other Segments
16221,167,167,588.96,353,Other Segments
20157,175,175,539.99,353,Other Segments
27688,185,185,166.28,353,Other Segments
19713,181,181,78.98,353,Other Segments
26852,180,180,114.46,353,Other Segments
22544,178,178,127.28,353,Other Segments
21050,168,168,583.97,353,Other Segments
21488,201,201,638.95,353,Other Segments
13662,196,196,839.48,353,Other Segments
21465,203,203,574.98,353,Other Segments
29391,168,168,574.98,353,Other Segments
16015,192,192,574.98,353,Other Segments
16218,201,201,574.98,353,Other Segments
13742,187,187,806.76,353,Other Segments
22398,187,187,539.99,353,Other Segments
17715,177,177,649.97,353,Other Segments
15631,172,172,801.77,353,Other Segments
19269,189,189,539.99,353,Other Segments
18960,182,182,618.98,353,Other Segments
27659,185,185,75.48,353,Other Segments
28678,171,171,759.29,353,Other Segments
21602,177,177,548.98,353,Other Segments
13341,167,167,141.98,353,Other Segments
18900,192,192,553.97,353,Other Segments
26308,190,190,796.34,353,Other Segments
26348,174,174,89.97,353,Other Segments
25701,171,171,600.46,353,Other Segments
26657,198,198,574.98,353,Other Segments
21021,177,177,628.97,353,Other Segments
12176,180,180,120,353,Other Segments
21648,169,169,548.98,353,Other Segments
15548,186,170,668.98,353,Other Segments
26743,162,176,685.975,353,Other Segments
16982,185,185,89.97,353,Other Segments
18957,189,189,589.26,353,Other Segments
21061,172,172,607.96,353,Other Segments
22289,176,176,561.48,353,Other Segments
11947,178,178,629.96,353,Other Segments
29388,179,179,567.76,353,Other Segments
19343,157,181,976.225,353,Other Segments
13856,166,166,800.46,353,Other Segments
26250,168,168,156.27,353,Other Segments
25749,182,182,742.35,353,Other Segments
26141,175,175,78.98,353,Other Segments
22274,192,192,574.98,353,Other Segments
21762,182,182,78.96,353,Other Segments
28672,203,203,777.34,353,Other Segments
21470,195,195,562.96,353,Other Segments
13747,193,193,863.97,353,Other Segments
19695,175,175,94.48,353,Other Segments
16675,166,166,806.76,353,Other Segments
19380,165,169,967.375,353,Other Segments
21438,203,203,561.48,353,Other Segments
18902,190,190,607.96,353,Other Segments
21650,167,167,553.97,353,Other Segments
13744,190,190,777.44,353,Other Segments
26748,162,177,678.985,353,Other Segments
27953,170,170,548.98,353,Other Segments
15112,171,171,94.48,353,Other Segments
27744,192,192,643.95,353,Other Segments
17700,195,195,623.97,353,Other Segments
13372,178,178,76.97,353,Other Segments
26654,198,198,563.77,353,Other Segments
25612,175,175,574.98,353,Other Segments
13667,166,166,819.48,353,Other Segments
19326,189,172,951.74,353,Other Segments
25675,167,167,548.98,353,Other Segments
16664,183,183,799.48,353,Other Segments
21487,197,197,548.98,353,Other Segments
29860,185,185,200.052,353,Other Segments
22970,167,167,78.96,353,Other Segments
17975,173,173,819.48,353,Other Segments
17637,170,170,149.98,353,Other Segments
17514,179,179,563.96,353,Other Segments
13060,174,174,626.44,353,Other Segments
17016,166,166,98.96,353,Other Segments
13790,179,179,819.48,353,Other Segments
22924,171,171,90.95,353,Other Segments
11065,172,172,196.29,353,Other Segments
21576,188,188,548.98,353,Other Segments
17305,183,183,196.97,353,Other Segments
27441,176,176,78.98,353,Other Segments
16223,168,168,562.96,353,Other Segments
25615,166,166,574.98,353,Other Segments
20159,175,175,588.96,353,Other Segments
13510,180,180,94.48,353,Other Segments
21041,178,178,589.96,353,Other Segments
15276,193,193,563.77,353,Other Segments
19544,168,168,132.97,353,Other Segments
27765,193,193,742.35,353,Other Segments
22330,185,185,608.96,353,Other Segments
28671,195,195,742.35,353,Other Segments
20158,182,182,574.98,353,Other Segments
26667,172,182,695.475,353,Other Segments
18907,198,198,588.96,353,Other Segments
25608,191,191,539.99,353,Other Segments
22393,196,196,588.96,353,Other Segments
20378,167,167,119.98,353,Other Segments
25811,184,184,86.45,353,Other Segments
13849,203,203,902.98,353,Other Segments
22276,180,180,599.47,353,Other Segments
15561,162,167,687.63,353,Other Segments
22262,191,191,539.99,353,Other Segments
15558,178,167,681.48,353,Other Segments
13872,181,181,180.98,353,Other Segments
15017,193,193,607.96,353,Other Segments
29790,185,185,200.052,353,Other Segments
14848,170,170,564.99,353,Other Segments
21031,168,168,597.95,353,Other Segments
25611,204,204,564.48,353,Other Segments
20138,176,176,119.96,353,Other Segments
14078,195,195,839.48,353,Other Segments
29398,174,174,564.48,353,Other Segments
13998,178,178,97.97,353,Other Segments
27815,167,167,110.46,353,Other Segments
19010,166,166,78.98,353,Other Segments
28107,168,168,810.32,353,Other Segments
24652,181,181,91.58,353,Other Segments
17513,202,202,681.97,353,Other Segments
17098,197,197,586.97,353,Other Segments
25605,200,200,600.46,353,Other Segments
21466,190,190,556.26,353,Other Segments
16491,184,184,751.34,353,Other Segments
16663,170,170,893.47,353,Other Segments
13153,170,170,106.96,353,Other Segments
26309,193,193,751.34,353,Other Segments
15552,188,173,713.23,353,Other Segments
20255,172,172,75.48,353,Other Segments
15549,202,202,574.98,353,Other Segments
18987,183,183,119.98,353,Other Segments
19771,176,176,588.96,353,Other Segments
26017,179,179,89.46,353,Other Segments
22273,196,196,574.98,353,Other Segments
18835,184,184,78.98,353,Other Segments
28101,172,172,78.98,353,Other Segments
17381,170,170,188.93,353,Other Segments
13508,178,178,128.97,353,Other Segments
22167,172,172,123.98,353,Other Segments
20152,177,177,564.48,353,Other Segments
14945,202,202,681.97,353,Other Segments
26306,187,187,751.34,353,Other Segments
13571,185,185,144.47,353,Other Segments
21609,178,178,553.97,353,Other Segments
19336,168,169,978.735,353,Other Segments
16405,169,169,819.48,353,Other Segments
22462,174,174,553.97,353,Other Segments
11931,166,166,84.98,353,Other Segments
22459,193,193,539.99,353,Other Segments
22436,198,198,607.96,353,Other Segments
21603,179,179,567.76,353,Other Segments
21254,171,171,89.97,353,Other Segments
25722,204,204,777.34,353,Other Segments
18635,168,168,162.99,353,Other Segments
16222,168,168,561.48,353,Other Segments
26673,167,174,752.88,353,Other Segments
13746,190,190,806.76,353,Other Segments
21469,203,203,588.96,353,Other Segments
22282,183,183,574.98,353,Other Segments
14951,177,177,574.98,353,Other Segments
18990,169,169,561.97,353,Other Segments
18967,173,173,132.97,353,Other Segments
19168,179,179,119.98,353,Other Segments
13778,188,188,819.48,353,Other Segments
28757,190,190,539.99,353,Other Segments
27283,173,173,119.98,353,Other Segments
16334,183,183,84.92,353,Other Segments
26307,201,201,777.34,353,Other Segments
20977,195,195,574.98,353,Other Segments
21017,201,201,578.46,353,Other Segments
15630,188,188,806.76,353,Other Segments
11946,173,173,554.97,353,Other Segments
28631,172,172,144.47,353,Other Segments
21014,197,197,607.96,353,Other Segments
14359,172,172,78.98,353,Other Segments
12716,170,170,78.48,353,Other Segments
26656,192,192,562.96,353,Other Segments
14150,183,183,777.34,353,Other Segments
22328,174,174,548.98,353,Other Segments
25743,170,170,786.33,353,Other Segments
24661,188,188,603.49,353,Other Segments
27323,179,179,83.97,353,Other Segments
18687,173,173,94.48,353,Other Segments
19271,193,193,574.98,353,Other Segments
22288,175,175,561.48,353,Other Segments
22620,173,173,573.98,353,Other Segments
19766,172,172,588.96,353,Other Segments
15461,169,169,83.97,353,Other Segments
22254,200,200,553.97,353,Other Segments
18899,198,198,539.99,353,Other Segments
27910,169,169,574.98,353,Other Segments
18384,173,173,103.48,353,Other Segments
21647,172,172,608.96,353,Other Segments
17511,193,193,572.26,353,Other Segments
25626,175,175,548.98,353,Other Segments
18885,173,173,110.46,353,Other Segments
12948,168,168,76.97,353,Other Segments
18962,179,179,567.27,353,Other Segments
25752,178,178,756.33,353,Other Segments
16406,182,182,928.49,353,Other Segments
28769,170,170,751.34,353,Other Segments
25616,172,172,539.99,353,Other Segments
21033,171,171,553.97,353,Other Segments
16324,173,173,839.46,353,Other Segments
13745,204,204,839.46,353,Other Segments
19241,167,167,148.47,353,Other Segments
22275,174,174,615.47,353,Other Segments
22038,178,178,84.95,353,Other Segments
14146,199,199,827.33,353,Other Segments
17647,179,179,792.34,353,Other Segments
16227,183,183,80.96,353,Other Segments
22284,185,185,600.46,353,Other Segments
28301,175,175,161.29,353,Other Segments
17850,166,166,78.96,353,Other Segments
19264,187,187,553.97,353,Other Segments
13499,169,169,133.49,353,Other Segments
21574,170,170,124.45,353,Other Segments
21448,193,193,564.48,353,Other Segments
21597,194,194,561.48,353,Other Segments
25839,177,177,107.94,353,Other Segments
23801,167,167,82.59,353,Other Segments
16539,176,176,83.97,353,Other Segments
16662,196,196,777.44,353,Other Segments
22327,166,166,574.98,353,Other Segments
22281,167,167,539.99,353,Other Segments
13854,173,173,804.47,353,Other Segments
21059,178,178,616.95,353,Other Segments
18583,174,174,119.98,353,Other Segments
11942,204,204,614.96,353,Other Segments
18889,181,181,78.98,353,Other Segments
21013,186,186,548.98,353,Other Segments
12506,171,171,119.98,353,Other Segments
16018,178,178,89.97,353,Other Segments
26658,202,202,607.96,353,Other Segments
28673,173,173,801.83,353,Other Segments
29214,167,167,59.98,352,Other Segments
18935,181,181,69.99,352,Other Segments
22848,177,177,39.99,352,Other Segments
16041,184,184,64.97,352,Other Segments
11650,167,167,74.98,352,Other Segments
13582,184,184,68.97,352,Other Segments
14166,168,168,71.97,352,Other Segments
25719,169,169,60.47,352,Other Segments
19639,168,168,64.47,352,Other Segments
16877,167,167,39.98,352,Other Segments
20492,182,182,71.97,352,Other Segments
23140,166,166,38.98,352,Other Segments
27837,167,167,60.47,352,Other Segments
23824,176,176,69.97,352,Other Segments
16814,179,179,39.98,352,Other Segments
11819,167,167,42.28,352,Other Segments
24820,178,178,38.88,352,Other Segments
18145,172,172,71.97,352,Other Segments
14561,181,181,49.97,352,Other Segments
18454,184,184,68.49,352,Other Segments
14707,170,170,37.29,352,Other Segments
21883,180,180,42.28,352,Other Segments
19570,171,171,45.95,352,Other Segments
28226,181,181,60.47,352,Other Segments
24777,170,170,71.58,352,Other Segments
21003,172,172,49.97,352,Other Segments
16781,184,184,64.47,352,Other Segments
20050,181,181,58.98,352,Other Segments
15278,179,179,56.97,352,Other Segments
14557,184,184,63.97,352,Other Segments
19277,172,172,39.98,352,Other Segments
27415,181,181,69.99,352,Other Segments
20940,170,170,38.98,352,Other Segments
13120,169,169,49.48,352,Other Segments
12367,172,172,49.99,352,Other Segments
14505,168,168,61.96,352,Other Segments
27996,173,173,67.93,352,Other Segments
21412,177,177,59.98,352,Other Segments
13360,178,178,56.97,352,Other Segments
23679,176,176,39.98,352,Other Segments
26573,178,178,68.97,352,Other Segments
28737,169,169,69.99,352,Other Segments
24469,166,166,64.47,352,Other Segments
24094,184,184,39.98,352,Other Segments
19185,167,167,58.98,352,Other Segments
16477,167,167,39.98,352,Other Segments
17771,176,176,69.97,352,Other Segments
24930,170,170,64.97,352,Other Segments
25697,178,178,68.97,352,Other Segments
24890,175,175,39.98,352,Other Segments
23682,172,172,59.98,352,Other Segments
21120,180,180,48.97,352,Other Segments
24389,168,168,45.58,352,Other Segments
23559,182,182,64.47,352,Other Segments
22846,183,183,74.98,352,Other Segments
13818,182,182,39.99,352,Other Segments
12965,178,178,56.97,352,Other Segments
28402,170,170,71.58,352,Other Segments
14339,170,170,71.95,352,Other Segments
11957,170,170,48.97,352,Other Segments
21366,181,181,39.98,352,Other Segments
24297,166,166,38.88,352,Other Segments
26132,182,182,39.98,352,Other Segments
26272,176,176,60.47,352,Other Segments
26401,170,170,38.98,352,Other Segments
16133,175,175,38.88,352,Other Segments
23690,181,181,38.98,352,Other Segments
14507,170,170,39.98,352,Other Segments
24497,178,178,71.58,352,Other Segments
28450,170,170,68.97,352,Other Segments
21918,183,183,68.97,352,Other Segments
18775,180,180,69.99,352,Other Segments
26123,172,172,64.97,352,Other Segments
22064,166,166,69.99,352,Other Segments
22705,171,171,38.98,352,Other Segments
16568,171,171,69.97,352,Other Segments
13574,183,183,39.98,352,Other Segments
23249,179,179,49.97,352,Other Segments
15257,179,179,39.98,352,Other Segments
29014,178,178,63.97,352,Other Segments
16608,174,174,71.58,352,Other Segments
24952,169,169,71.58,352,Other Segments
27002,172,172,38.98,352,Other Segments
20361,168,168,69.99,352,Other Segments
11350,177,177,38.47,352,Other Segments
27400,179,179,69.99,352,Other Segments
25820,171,171,48.97,352,Other Segments
12040,169,169,42.28,352,Other Segments
23670,184,184,42.93,352,Other Segments
14204,185,185,71.58,352,Other Segments
23235,178,178,39.98,352,Other Segments
25439,181,181,71.58,352,Other Segments
21887,178,178,39.99,352,Other Segments
16617,179,179,69.97,352,Other Segments
27981,182,182,39.98,352,Other Segments
19826,171,171,71.97,352,Other Segments
23069,168,168,69.97,352,Other Segments
29040,176,176,39.98,352,Other Segments
21861,182,182,39.98,352,Other Segments
17035,167,167,58.98,352,Other Segments
28333,176,176,53.99,352,Other Segments
20696,178,178,73.96,352,Other Segments
15469,173,173,39.98,352,Other Segments
26807,177,177,68.97,352,Other Segments
25310,184,184,60.47,352,Other Segments
28456,178,178,69.99,352,Other Segments
27420,173,173,69.99,352,Other Segments
11207,182,182,74.98,352,Other Segments
17211,168,168,47.94,352,Other Segments
17554,167,167,39.98,352,Other Segments
14245,183,183,56.97,352,Other Segments
16057,170,170,39.98,352,Other Segments
18095,177,177,58.98,352,Other Segments
23050,178,178,69.97,352,Other Segments
21407,185,185,42.28,352,Other Segments
26233,178,178,48.97,352,Other Segments
13458,175,175,44.91,352,Other Segments
12502,179,179,60.47,352,Other Segments
22097,166,166,61.96,352,Other Segments
12708,180,180,74.98,352,Other Segments
11234,174,174,38.98,352,Other Segments
26505,178,178,59.98,352,Other Segments
22028,180,180,69.99,352,Other Segments
25815,168,168,39.98,352,Other Segments
23831,181,181,69.97,352,Other Segments
11703,169,169,62.98,352,Other Segments
17276,182,182,67.97,352,Other Segments
15158,169,169,39.98,352,Other Segments
25045,181,181,38.88,352,Other Segments
22818,184,184,56.96,352,Other Segments
23602,167,167,38.98,352,Other Segments
15742,166,166,39.98,352,Other Segments
24292,169,169,38.88,352,Other Segments
15330,173,173,39.98,352,Other Segments
11231,172,172,61.97,352,Other Segments
23989,171,171,58.98,352,Other Segments
16166,170,170,69.97,352,Other Segments
14073,169,169,38.88,352,Other Segments
11746,185,185,42.28,352,Other Segments
